Employee_ID,Name,Working_Days,Target_Sales,Actual_Sales,Customer_Satisfaction_Score,Policy_Compliance,Low_Working_Days,Target_Not_Met,Low_Customer_Satisfaction,Non_Compliance_Reason,Month
1827,Maira Khan,20,6855,19078,3.8,No,False,False,True,Low Customer Satisfaction,November
1828,Ali Butt,30,13125,9419,4.0,No,False,True,False,Target Not Met,July
1829,Aisha Butt,28,18794,6722,3.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
1830,Aisha Raza,23,13850,14550,2.2,No,False,False,True,Low Customer Satisfaction,April
1831,Fatima Iqbal,16,7763,20854,2.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
1832,Hassan Tariq,19,8663,5468,2.6,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",July
1833,Fatima Khan,26,9986,4808,2.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
1834,Zain Iqbal,17,6481,10719,4.4,No,True,False,False,Low Working Days,February
1835,Sara Chaudhry,18,12256,20363,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
1836,Usman Tariq,24,8731,14591,2.1,No,False,False,True,Low Customer Satisfaction,March
1837,Usman Sheikh,20,12262,9073,3.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
1838,Maira Sheikh,26,5451,12012,3.2,No,False,False,True,Low Customer Satisfaction,January
1839,Fatima Raza,22,15667,17892,3.4,No,False,False,True,Low Customer Satisfaction,July
1840,Ahmed Butt,15,16414,12249,4.5,No,True,True,False,"Low Working Days, Target Not Met",July
1841,Bilal Malik,24,14729,21513,2.3,No,False,False,True,Low Customer Satisfaction,May
1842,Usman Malik,28,8093,19147,4.1,Yes,False,False,False,,February
1843,Bilal Khan,22,5882,21737,3.0,No,False,False,True,Low Customer Satisfaction,August
1844,Hassan Butt,25,9408,4767,2.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
1845,Bilal Khan,28,9068,7895,4.8,Yes,False,False,False,,August
1846,Bilal Iqbal,21,18127,14200,2.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
1847,Ali Tariq,30,15758,11329,3.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",July
1848,Sara Sheikh,30,8277,19332,2.8,No,False,False,True,Low Customer Satisfaction,July
1849,Sara Khan,15,13566,18621,3.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
1850,Ali Chaudhry,16,17738,15334,4.4,No,True,False,False,Low Working Days,June
1851,Maira Nadeem,17,16889,4885,4.6,No,True,True,False,"Low Working Days, Target Not Met",April
1852,Ali Sheikh,15,12951,11734,4.5,No,True,False,False,Low Working Days,September
1853,Fatima Malik,28,16254,7906,3.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",July
1854,Zain Sheikh,23,9690,8492,2.7,No,False,False,True,Low Customer Satisfaction,July
1855,Ali Khan,22,16442,13730,4.0,Yes,False,False,False,,July
1856,Aisha Iqbal,16,18521,6073,4.1,No,True,True,False,"Low Working Days, Target Not Met",December
1857,Fatima Khan,27,9595,20696,2.0,No,False,False,True,Low Customer Satisfaction,January
1858,Zain Malik,23,9559,10269,3.3,No,False,False,True,Low Customer Satisfaction,August
1859,Sara Tariq,21,12291,21194,4.5,Yes,False,False,False,,May
1860,Zain Tariq,23,13160,10841,3.5,No,False,False,True,Low Customer Satisfaction,September
1861,Bilal Iqbal,20,5112,14955,2.9,No,False,False,True,Low Customer Satisfaction,November
1862,Zain Nadeem,20,10131,6032,4.6,No,False,True,False,Target Not Met,August
1863,Usman Nadeem,25,8197,13699,2.5,No,False,False,True,Low Customer Satisfaction,October
1864,Ahmed Malik,28,15570,16737,2.6,No,False,False,True,Low Customer Satisfaction,August
1865,Ahmed Iqbal,18,15116,14762,4.1,No,True,False,False,Low Working Days,March
1866,Ahmed Sheikh,24,5139,11129,3.1,No,False,False,True,Low Customer Satisfaction,September
1867,Hassan Tariq,24,6424,12788,4.1,Yes,False,False,False,,February
1868,Fatima Nadeem,27,7949,6147,2.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
1869,Hassan Khan,27,8168,4615,2.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",December
1870,Hassan Khan,16,13708,4947,2.5,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",October
1871,Fatima Butt,21,15808,9677,4.9,No,False,True,False,Target Not Met,September
1872,Usman Javed,19,11043,11866,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
1873,Bilal Chaudhry,25,11989,6013,3.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
1874,Hassan Tariq,20,12236,20874,2.0,No,False,False,True,Low Customer Satisfaction,January
1875,Maira Iqbal,16,11261,8987,2.5,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",July
1876,Fatima Malik,30,5887,12733,3.3,No,False,False,True,Low Customer Satisfaction,September
1877,Zain Butt,19,8104,13479,2.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
1878,Aisha Sheikh,24,18629,13825,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
1879,Aisha Chaudhry,18,5049,6926,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
1880,Ahmed Raza,23,8951,11282,4.3,Yes,False,False,False,,December
1881,Aisha Butt,20,8560,19635,4.0,Yes,False,False,False,,December
1882,Sara Javed,16,5018,19847,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",September
1883,Maira Malik,15,9821,13490,2.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
1884,Maira Butt,19,11340,10986,4.2,No,True,False,False,Low Working Days,October
1885,Usman Iqbal,23,13058,10862,4.1,Yes,False,False,False,,April
1886,Aisha Butt,20,14665,16159,2.5,No,False,False,True,Low Customer Satisfaction,March
1887,Maira Chaudhry,24,17253,8423,4.7,No,False,True,False,Target Not Met,February
1888,Sara Sheikh,26,7606,14450,2.2,No,False,False,True,Low Customer Satisfaction,December
1889,Sara Tariq,21,12846,12159,2.2,No,False,False,True,Low Customer Satisfaction,October
1890,Hassan Tariq,19,13643,6073,2.6,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
1891,Usman Khan,24,11432,21085,4.7,Yes,False,False,False,,January
1892,Bilal Iqbal,20,18452,14111,3.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
1893,Bilal Javed,19,18395,10825,4.4,No,True,True,False,"Low Working Days, Target Not Met",April
1894,Maira Tariq,25,8765,14652,2.7,No,False,False,True,Low Customer Satisfaction,July
1895,Hassan Javed,23,7438,16454,3.5,No,False,False,True,Low Customer Satisfaction,January
1896,Ahmed Khan,29,17502,11968,3.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
1897,Ahmed Iqbal,20,14741,16516,4.5,Yes,False,False,False,,December
1898,Ahmed Butt,25,11358,18290,2.1,No,False,False,True,Low Customer Satisfaction,July
1899,Fatima Butt,22,16666,11776,2.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
1900,Aisha Iqbal,16,13319,12558,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
1901,Hassan Iqbal,26,10941,12719,4.6,Yes,False,False,False,,December
1902,Ahmed Raza,27,12644,8886,3.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
1903,Usman Nadeem,23,9855,8619,3.2,No,False,False,True,Low Customer Satisfaction,September
1904,Usman Butt,19,11547,17956,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
1905,Sara Khan,21,12196,14345,4.9,Yes,False,False,False,,December
1906,Bilal Raza,24,10911,10875,4.6,Yes,False,False,False,,February
1907,Sara Iqbal,27,11481,14100,4.1,Yes,False,False,False,,February
1908,Zain Chaudhry,15,7761,11856,2.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",September
1909,Zain Raza,24,9456,9401,2.5,No,False,False,True,Low Customer Satisfaction,February
1910,Usman Chaudhry,19,17856,7022,4.8,No,True,True,False,"Low Working Days, Target Not Met",December
1911,Hassan Nadeem,26,14607,15675,3.3,No,False,False,True,Low Customer Satisfaction,September
1912,Ahmed Chaudhry,28,11361,14912,2.8,No,False,False,True,Low Customer Satisfaction,May
1913,Hassan Tariq,24,10693,9738,3.4,No,False,False,True,Low Customer Satisfaction,January
1914,Maira Sheikh,28,10788,19126,4.8,Yes,False,False,False,,November
1915,Ali Nadeem,30,5201,5770,3.2,No,False,False,True,Low Customer Satisfaction,December
1916,Ali Sheikh,16,11160,16305,3.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
1917,Aisha Nadeem,26,15561,13969,4.4,Yes,False,False,False,,August
1918,Ali Javed,20,5517,16404,3.3,No,False,False,True,Low Customer Satisfaction,November
1919,Ahmed Javed,25,12737,12989,2.7,No,False,False,True,Low Customer Satisfaction,June
1920,Ali Butt,15,18636,7215,5.0,No,True,True,False,"Low Working Days, Target Not Met",November
1921,Bilal Tariq,17,18723,15980,4.9,No,True,False,False,Low Working Days,April
1922,Bilal Butt,19,14533,10694,4.5,No,True,True,False,"Low Working Days, Target Not Met",March
1923,Ahmed Sheikh,18,17968,21136,4.1,No,True,False,False,Low Working Days,August
1924,Hassan Sheikh,17,6988,14661,2.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
1925,Ali Nadeem,24,16737,5392,4.7,No,False,True,False,Target Not Met,December
1926,Hassan Chaudhry,27,18779,10789,2.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
1927,Hassan Raza,19,17712,18385,4.4,No,True,False,False,Low Working Days,March
1928,Aisha Khan,25,19256,21061,4.8,Yes,False,False,False,,April
1929,Bilal Raza,22,8802,4105,3.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",December
1930,Usman Chaudhry,25,10808,15479,4.4,Yes,False,False,False,,May
1931,Zain Sheikh,30,16467,5946,4.4,No,False,True,False,Target Not Met,March
1932,Zain Khan,18,16846,9544,2.6,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
1933,Zain Khan,15,12162,21479,4.0,No,True,False,False,Low Working Days,May
1934,Ali Malik,25,15626,17275,2.3,No,False,False,True,Low Customer Satisfaction,January
1935,Ahmed Chaudhry,21,18065,10985,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",December
1936,Ali Chaudhry,22,11241,5782,2.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
1937,Ahmed Chaudhry,17,19114,10213,3.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",April
1938,Fatima Nadeem,20,13399,18485,4.5,Yes,False,False,False,,September
1939,Maira Khan,16,10633,19605,5.0,No,True,False,False,Low Working Days,August
1940,Sara Javed,21,10755,8869,3.0,No,False,False,True,Low Customer Satisfaction,April
1941,Fatima Raza,29,15825,21945,3.6,No,False,False,True,Low Customer Satisfaction,August
1942,Ahmed Sheikh,22,11309,13867,3.5,No,False,False,True,Low Customer Satisfaction,May
1943,Zain Butt,20,9117,7981,4.9,Yes,False,False,False,,June
1944,Zain Chaudhry,20,13345,13493,3.4,No,False,False,True,Low Customer Satisfaction,February
1945,Ali Khan,19,19250,9682,4.1,No,True,True,False,"Low Working Days, Target Not Met",January
1946,Fatima Chaudhry,22,16558,9782,4.8,No,False,True,False,Target Not Met,May
1947,Usman Javed,15,17506,21327,3.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
1948,Maira Nadeem,24,17956,13137,4.7,No,False,True,False,Target Not Met,September
1949,Bilal Raza,18,6518,20984,4.8,No,True,False,False,Low Working Days,April
1950,Bilal Sheikh,29,19565,17012,4.8,Yes,False,False,False,,February
1951,Aisha Iqbal,18,11163,5524,2.8,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",January
1952,Ali Javed,17,7600,20634,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
1953,Aisha Raza,17,18237,4078,4.6,No,True,True,False,"Low Working Days, Target Not Met",September
1954,Zain Javed,18,7195,7123,3.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
1955,Maira Khan,25,17690,11064,3.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
1956,Aisha Nadeem,15,17883,17068,2.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
1957,Hassan Malik,28,8554,12417,2.2,No,False,False,True,Low Customer Satisfaction,December
1958,Hassan Tariq,25,15606,17362,3.2,No,False,False,True,Low Customer Satisfaction,March
1959,Ahmed Tariq,27,18725,5209,3.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",December
1960,Aisha Javed,25,7849,9153,3.2,No,False,False,True,Low Customer Satisfaction,June
1961,Maira Chaudhry,16,18445,8898,3.7,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",October
1962,Usman Nadeem,23,6742,14871,3.5,No,False,False,True,Low Customer Satisfaction,November
1963,Sara Khan,24,6306,11610,4.1,Yes,False,False,False,,August
1964,Aisha Nadeem,16,8849,15077,3.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
1965,Aisha Butt,19,17360,19791,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",September
1966,Ahmed Chaudhry,23,17768,6544,3.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",February
1967,Sara Javed,23,12519,9522,2.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
1968,Zain Nadeem,22,17847,6370,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
1969,Hassan Malik,15,18032,8710,3.8,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",July
1970,Hassan Tariq,15,18754,4328,3.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",April
1971,Sara Sheikh,23,9195,17683,3.0,No,False,False,True,Low Customer Satisfaction,June
1972,Maira Javed,27,10178,9579,4.2,Yes,False,False,False,,September
1973,Ali Tariq,25,7555,17122,2.2,No,False,False,True,Low Customer Satisfaction,March
1974,Bilal Raza,22,7305,10794,4.7,Yes,False,False,False,,October
1975,Usman Nadeem,24,17700,4120,2.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
1976,Bilal Tariq,23,12619,10749,4.9,Yes,False,False,False,,July
1977,Aisha Raza,21,14280,17763,3.4,No,False,False,True,Low Customer Satisfaction,March
1978,Fatima Khan,17,7642,21348,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",March
1979,Sara Butt,17,14369,19450,2.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
1980,Zain Khan,16,19296,7675,2.0,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",October
1981,Fatima Iqbal,19,11409,9643,2.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
1982,Maira Tariq,26,18108,15560,2.3,No,False,False,True,Low Customer Satisfaction,September
1983,Ahmed Sheikh,26,9757,21700,4.0,Yes,False,False,False,,May
1984,Bilal Raza,17,7994,21580,3.0,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
1985,Zain Sheikh,28,13751,19383,4.3,Yes,False,False,False,,April
1986,Zain Raza,20,16156,7170,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
1987,Bilal Iqbal,16,6271,4355,4.7,No,True,True,False,"Low Working Days, Target Not Met",June
1988,Usman Chaudhry,26,6813,13718,3.6,No,False,False,True,Low Customer Satisfaction,March
1989,Hassan Nadeem,17,16107,4028,2.3,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",May
1990,Ahmed Nadeem,19,13801,18831,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
1991,Fatima Iqbal,26,7461,21397,2.6,No,False,False,True,Low Customer Satisfaction,November
1992,Zain Chaudhry,25,9120,14894,2.6,No,False,False,True,Low Customer Satisfaction,February
1993,Hassan Butt,25,11124,13019,3.5,No,False,False,True,Low Customer Satisfaction,March
1994,Hassan Khan,15,13475,16638,4.0,No,True,False,False,Low Working Days,July
1995,Hassan Butt,27,18760,18889,4.7,Yes,False,False,False,,June
1996,Aisha Raza,15,16120,6024,3.5,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
1997,Bilal Tariq,24,9396,9839,4.9,Yes,False,False,False,,January
1998,Usman Chaudhry,23,14283,17503,4.8,Yes,False,False,False,,October
1999,Fatima Chaudhry,21,18318,14303,4.6,No,False,True,False,Target Not Met,June
2000,Usman Javed,15,5816,21138,3.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
2001,Sara Butt,29,12304,21622,2.4,No,False,False,True,Low Customer Satisfaction,June
2002,Hassan Javed,26,12331,5906,2.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
2003,Hassan Chaudhry,28,5082,11399,3.9,No,False,False,True,Low Customer Satisfaction,February
2004,Hassan Iqbal,30,6920,11961,3.3,No,False,False,True,Low Customer Satisfaction,April
2005,Aisha Tariq,22,12817,16031,2.4,No,False,False,True,Low Customer Satisfaction,December
2006,Zain Butt,17,16683,19128,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
2007,Sara Chaudhry,22,16336,19663,2.1,No,False,False,True,Low Customer Satisfaction,February
2008,Ali Butt,29,7093,5460,4.2,No,False,True,False,Target Not Met,January
2009,Aisha Malik,19,17905,19682,2.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
2010,Hassan Tariq,15,12071,19193,3.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
2011,Sara Raza,21,12967,21800,4.4,Yes,False,False,False,,November
2012,Fatima Khan,19,19597,15045,2.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",August
2013,Ali Iqbal,20,13367,11766,3.6,No,False,False,True,Low Customer Satisfaction,January
2014,Fatima Chaudhry,30,10285,21812,4.3,Yes,False,False,False,,January
2015,Aisha Nadeem,20,15896,8378,2.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
2016,Aisha Tariq,22,9937,11529,2.5,No,False,False,True,Low Customer Satisfaction,April
2017,Ahmed Chaudhry,23,5369,7071,3.0,No,False,False,True,Low Customer Satisfaction,November
2018,Ali Raza,16,6818,20939,3.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",September
2019,Ahmed Khan,23,7101,21947,3.7,No,False,False,True,Low Customer Satisfaction,November
2020,Ali Malik,26,17977,15692,2.4,No,False,False,True,Low Customer Satisfaction,December
2021,Sara Nadeem,29,8490,5040,3.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
2022,Usman Chaudhry,25,6779,6686,2.8,No,False,False,True,Low Customer Satisfaction,October
2023,Aisha Tariq,24,12674,16666,4.5,Yes,False,False,False,,June
2024,Aisha Khan,23,6364,6553,2.9,No,False,False,True,Low Customer Satisfaction,May
2025,Fatima Raza,27,12294,5779,4.5,No,False,True,False,Target Not Met,August
2026,Sara Raza,24,18720,17186,3.3,No,False,False,True,Low Customer Satisfaction,September
2027,Hassan Tariq,29,17654,20459,4.2,Yes,False,False,False,,January
2028,Fatima Nadeem,30,16534,9057,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",December
2029,Ali Raza,24,17931,6262,3.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
2030,Sara Raza,30,8676,14308,3.2,No,False,False,True,Low Customer Satisfaction,May
2031,Hassan Nadeem,21,7426,20776,4.3,Yes,False,False,False,,January
2032,Aisha Nadeem,15,13264,21492,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
2033,Hassan Sheikh,21,13089,9188,3.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
2034,Ahmed Chaudhry,24,7962,12802,3.6,No,False,False,True,Low Customer Satisfaction,July
2035,Ahmed Chaudhry,19,18559,9057,4.5,No,True,True,False,"Low Working Days, Target Not Met",December
2036,Sara Malik,20,5859,7998,4.0,Yes,False,False,False,,July
2037,Hassan Khan,24,17048,12864,3.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",February
2038,Aisha Javed,21,9138,7677,4.0,Yes,False,False,False,,May
2039,Bilal Khan,28,7424,9796,3.9,No,False,False,True,Low Customer Satisfaction,January
2040,Ahmed Sheikh,29,14256,18450,4.8,Yes,False,False,False,,June
2041,Ahmed Malik,19,15409,10363,4.5,No,True,True,False,"Low Working Days, Target Not Met",January
2042,Usman Javed,21,9017,12123,3.9,No,False,False,True,Low Customer Satisfaction,April
2043,Usman Iqbal,23,15451,12222,3.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
2044,Maira Tariq,17,18804,17654,4.3,No,True,False,False,Low Working Days,January
2045,Hassan Iqbal,30,16943,21784,3.7,No,False,False,True,Low Customer Satisfaction,September
2046,Sara Nadeem,22,15278,8071,5.0,No,False,True,False,Target Not Met,June
2047,Ahmed Javed,16,13560,12808,2.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
2048,Usman Javed,25,15996,6786,2.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
2049,Fatima Nadeem,21,13342,4870,2.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
2050,Zain Malik,27,6134,8196,3.9,No,False,False,True,Low Customer Satisfaction,March
2051,Fatima Raza,16,18791,15796,4.8,No,True,False,False,Low Working Days,March
2052,Ahmed Butt,29,18747,6739,2.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
2053,Hassan Khan,28,10166,4940,4.2,No,False,True,False,Target Not Met,August
2054,Aisha Khan,18,10119,4340,4.0,No,True,True,False,"Low Working Days, Target Not Met",August
2055,Sara Tariq,21,10694,8133,4.2,No,False,True,False,Target Not Met,November
2056,Zain Nadeem,17,15976,21043,3.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
2057,Ahmed Tariq,16,11136,14225,4.5,No,True,False,False,Low Working Days,September
2058,Hassan Iqbal,25,10485,13752,2.1,No,False,False,True,Low Customer Satisfaction,February
2059,Aisha Malik,24,9164,7457,4.3,Yes,False,False,False,,October
2060,Hassan Iqbal,21,7346,13848,2.8,No,False,False,True,Low Customer Satisfaction,June
2061,Fatima Raza,15,10039,13241,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",March
2062,Sara Nadeem,28,9897,4453,4.5,No,False,True,False,Target Not Met,August
2063,Maira Tariq,29,19631,13896,2.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
2064,Hassan Malik,22,15442,14976,2.6,No,False,False,True,Low Customer Satisfaction,June
2065,Aisha Tariq,17,13252,19872,4.0,No,True,False,False,Low Working Days,January
2066,Sara Javed,26,10041,4818,3.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
2067,Hassan Iqbal,26,16202,8868,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
2068,Sara Tariq,27,8901,20396,2.8,No,False,False,True,Low Customer Satisfaction,August
2069,Ali Khan,16,6337,16171,2.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
2070,Ali Sheikh,17,6184,4920,3.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",March
2071,Bilal Iqbal,19,9426,13506,2.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",September
2072,Usman Raza,25,6551,10475,4.7,Yes,False,False,False,,May
2073,Zain Raza,22,17625,6017,2.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
2074,Ahmed Chaudhry,24,6629,11957,3.3,No,False,False,True,Low Customer Satisfaction,March
2075,Ali Javed,21,14519,20230,2.2,No,False,False,True,Low Customer Satisfaction,September
2076,Fatima Chaudhry,21,6526,13420,2.3,No,False,False,True,Low Customer Satisfaction,April
2077,Fatima Sheikh,26,14865,8792,4.0,No,False,True,False,Target Not Met,May
2078,Hassan Chaudhry,21,6361,17237,3.9,No,False,False,True,Low Customer Satisfaction,January
2079,Hassan Nadeem,29,14765,20251,2.1,No,False,False,True,Low Customer Satisfaction,March
2080,Ali Chaudhry,22,15878,14707,2.0,No,False,False,True,Low Customer Satisfaction,July
2081,Usman Tariq,15,9370,5438,2.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
2082,Usman Iqbal,18,10283,7543,4.3,No,True,True,False,"Low Working Days, Target Not Met",November
2083,Bilal Chaudhry,27,12610,15367,3.8,No,False,False,True,Low Customer Satisfaction,December
2084,Maira Javed,20,15558,19520,2.1,No,False,False,True,Low Customer Satisfaction,November
2085,Usman Khan,23,19924,10343,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
2086,Ahmed Iqbal,27,19839,6263,4.1,No,False,True,False,Target Not Met,September
2087,Ali Raza,16,16949,14161,4.6,No,True,False,False,Low Working Days,May
2088,Ali Sheikh,15,15626,4211,4.8,No,True,True,False,"Low Working Days, Target Not Met",September
2089,Zain Raza,30,6993,17809,3.0,No,False,False,True,Low Customer Satisfaction,May
2090,Bilal Khan,27,5869,11027,2.4,No,False,False,True,Low Customer Satisfaction,January
2091,Ali Tariq,24,6014,4331,2.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
2092,Maira Javed,26,15103,12169,4.3,Yes,False,False,False,,June
2093,Aisha Iqbal,28,5602,13133,4.9,Yes,False,False,False,,December
2094,Aisha Butt,16,17013,18591,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
2095,Fatima Chaudhry,21,19087,20125,2.9,No,False,False,True,Low Customer Satisfaction,August
2096,Aisha Butt,17,5690,4727,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
2097,Usman Raza,24,13685,15054,2.9,No,False,False,True,Low Customer Satisfaction,August
2098,Maira Nadeem,16,5489,7243,2.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
2099,Aisha Nadeem,28,11864,21032,3.8,No,False,False,True,Low Customer Satisfaction,February
2100,Aisha Chaudhry,25,12240,9095,2.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",December
2101,Ali Raza,21,15748,17809,2.8,No,False,False,True,Low Customer Satisfaction,July
2102,Maira Malik,27,17677,14929,4.0,Yes,False,False,False,,December
2103,Fatima Butt,27,12786,18842,2.1,No,False,False,True,Low Customer Satisfaction,December
2104,Ahmed Tariq,16,13024,21393,2.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
2105,Maira Sheikh,30,5294,5550,2.9,No,False,False,True,Low Customer Satisfaction,June
2106,Maira Iqbal,30,10488,12995,4.6,Yes,False,False,False,,March
2107,Usman Javed,17,9027,19166,4.3,No,True,False,False,Low Working Days,February
2108,Sara Iqbal,25,16035,11492,2.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
2109,Ali Sheikh,21,7912,16501,3.5,No,False,False,True,Low Customer Satisfaction,December
2110,Maira Raza,28,14909,19567,2.8,No,False,False,True,Low Customer Satisfaction,January
2111,Sara Tariq,18,15788,17265,3.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
2112,Ahmed Javed,27,9744,9424,4.2,Yes,False,False,False,,July
2113,Maira Javed,28,6873,18086,4.6,Yes,False,False,False,,August
2114,Sara Iqbal,15,17855,7161,3.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
2115,Fatima Javed,27,8258,13215,5.0,Yes,False,False,False,,March
2116,Ali Chaudhry,28,7817,10617,4.9,Yes,False,False,False,,December
2117,Aisha Chaudhry,19,13636,15926,4.6,No,True,False,False,Low Working Days,November
2118,Ali Malik,26,8641,19092,3.7,No,False,False,True,Low Customer Satisfaction,June
2119,Maira Javed,23,9458,20160,3.2,No,False,False,True,Low Customer Satisfaction,February
2120,Usman Malik,30,19458,21560,3.1,No,False,False,True,Low Customer Satisfaction,November
2121,Ali Malik,22,10307,19638,2.0,No,False,False,True,Low Customer Satisfaction,October
